uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,Unnamed: 0,kmeans_0,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,label
kn202,3,1,1,1,1,2,2,0,2,2,1,1,0,2,2,0,1,1,1,0,201,0,0,0,0,0,0,0,1,0,0,0
kn203,4,1,1,2,0,0,2,1,2,2,3,2,1,0,1,0,0,1,0,0,202,0,0,0,0,0,0,0,1,0,0,0
kn204,7,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,203,0,0,0,0,0,0,0,1,0,0,0
kn205,4,0,1,2,1,0,1,5,1,2,0,1,1,2,0,0,0,1,0,0,204,0,0,0,0,0,0,0,1,0,0,1
kn206,2,1,0,0,0,1,1,0,0,1,2,2,0,1,3,3,1,1,0,0,205,0,0,0,0,0,0,0,1,0,0,0
kn207,3,0,1,1,1,0,0,0,1,1,3,0,0,2,3,1,2,1,1,0,206,0,0,0,0,0,0,0,1,0,0,0
kn208,2,2,1,4,0,3,1,1,1,0,1,0,2,0,1,0,0,2,0,0,207,0,0,0,0,0,0,0,1,0,0,0
kn209,3,0,2,0,2,3,1,2,1,0,1,0,2,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,1,0,0,0
kn210,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,209,0,0,0,0,0,0,1,0,0,0,0
kn211,3,2,2,0,1,3,2,2,0,2,0,1,1,0,3,0,0,1,1,0,210,0,0,0,0,0,0,0,1,0,0,0
kn212,2,1,1,3,0,2,2,2,1,0,2,1,0,2,0,1,0,0,0,0,211,0,0,0,0,0,0,0,1,0,0,0
kn213,6,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,2,9,0,212,0,0,0,0,0,0,0,1,0,0,0
kn214,3,0,1,4,1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,213,0,0,0,0,0,0,0,1,0,0,0
kn215,3,2,1,0,1,3,2,0,2,0,1,1,0,1,1,0,1,0,1,0,214,0,0,0,0,0,0,1,0,0,0,0
kn216,2,1,0,1,2,0,0,0,1,0,0,0,2,2,0,1,1,0,0,0,215,0,0,0,0,0,0,1,0,0,0,0
kn217,3,3,2,1,2,0,4,1,0,0,1,0,1,1,0,1,0,1,0,0,216,0,0,0,0,0,0,0,1,0,0,0
kn218,3,1,2,4,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,1,0,0,0
kn219,3,0,3,1,0,1,2,3,5,1,4,1,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,1,0,0,0
kn220,3,2,1,1,2,2,3,1,0,2,0,3,1,0,0,0,1,0,0,0,219,0,0,0,0,0,0,0,1,0,0,1
kn221,3,0,2,0,2,0,0,0,0,3,1,1,1,4,4,1,1,1,0,0,220,0,0,0,0,0,0,0,1,0,0,0
kn222,6,1,3,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,221,0,0,0,0,0,0,0,1,0,0,0
kn223,2,1,0,1,1,1,2,1,1,0,1,2,3,0,3,1,1,0,0,0,222,0,0,0,0,0,0,0,1,0,0,0
kn224,3,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,1,0,223,0,0,0,0,0,0,1,0,0,0,0
kn225,2,1,0,3,1,1,4,0,2,0,2,1,0,2,0,0,2,0,0,0,224,0,0,0,0,0,0,0,1,0,0,0
kn226,4,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,3,2,4,0,225,0,0,0,0,0,0,0,1,0,0,0
kn227,2,1,0,2,3,3,2,1,1,1,0,0,1,0,0,1,1,2,0,0,226,0,0,0,0,0,0,0,1,0,0,0
kn228,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,227,0,0,0,0,0,0,1,0,0,0,0
kn229,3,1,2,0,0,0,1,0,0,0,2,2,1,1,0,0,2,3,6,0,228,0,0,0,0,0,0,0,1,0,0,0
kn230,4,0,0,2,3,1,1,2,2,1,3,1,0,0,0,1,0,0,0,0,229,0,0,0,0,0,0,0,1,0,0,0
kn231,3,0,2,0,5,1,1,0,0,0,1,0,1,1,3,3,0,1,0,0,230,0,0,0,0,0,0,0,1,0,0,0
kn232,3,0,1,0,0,2,3,3,4,2,4,0,0,0,0,0,1,0,1,0,231,0,0,0,0,0,0,0,1,0,0,0
kn233,7,0,1,1,0,0,3,1,0,2,3,1,1,1,0,1,0,0,3,0,232,0,0,0,0,0,0,0,1,0,0,1
kn234,2,1,4,3,1,2,4,0,2,0,0,1,0,0,1,0,2,0,0,0,233,0,0,0,0,0,0,0,1,0,0,0
kn235,3,0,3,0,1,1,1,3,2,1,3,1,0,1,0,1,0,0,0,0,234,0,0,0,0,0,0,0,1,0,0,0
kn236,2,1,4,4,0,1,1,2,0,0,1,1,0,2,0,0,0,1,0,0,235,0,0,0,0,0,0,0,1,0,0,0
kn237,4,6,2,3,0,1,1,0,0,2,0,2,0,0,0,0,1,0,0,0,236,0,0,0,0,0,0,0,1,0,0,0
kn238,9,3,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,237,0,0,0,0,0,0,0,1,0,0,1
kn239,2,1,0,1,2,0,1,0,4,2,5,1,0,0,1,0,1,0,0,0,238,0,0,0,0,0,0,0,1,0,0,0
kn240,3,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,239,0,1,0,0,0,0,0,0,0,0,0
kn241,4,0,0,3,2,0,2,3,2,2,0,2,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,1,0,0,0
kn242,5,2,6,0,1,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,241,0,0,0,0,0,0,0,1,0,0,0
kn243,4,1,0,1,0,0,2,1,0,0,5,3,1,0,0,0,2,1,0,0,242,0,0,0,0,0,0,0,1,0,0,0
kn244,3,1,1,0,0,0,2,1,0,4,0,2,1,0,1,0,4,0,0,0,243,0,0,0,0,0,0,0,1,0,0,1
kn245,1,1,1,2,1,0,1,0,0,1,1,0,2,0,3,3,1,0,0,0,244,0,0,0,0,0,0,0,1,0,0,0
kn246,2,4,2,2,4,1,1,0,3,0,1,0,1,0,0,1,1,0,0,0,245,0,0,0,0,0,0,0,1,0,0,0
kn247,3,1,3,1,1,2,2,1,2,1,0,1,1,0,0,0,3,0,0,0,246,0,0,0,0,0,0,0,1,0,0,0
kn248,4,3,3,5,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,247,0,0,0,0,0,0,0,1,0,0,0
kn249,2,2,0,0,0,0,1,0,1,0,0,1,0,2,1,3,1,3,1,0,248,0,0,0,0,0,0,0,1,0,0,0
kn250,3,2,1,1,2,2,0,5,4,0,0,1,0,1,0,0,0,1,0,0,249,0,0,0,0,0,0,0,1,0,0,0
kn251,4,5,1,2,2,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,250,0,0,0,0,0,0,0,1,0,0,0
kn252,4,4,5,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,251,0,0,0,0,0,0,0,1,0,0,0
kn253,4,0,1,2,1,0,0,0,0,0,1,1,3,0,2,3,3,0,1,0,252,0,0,0,0,0,0,0,1,0,0,1
kn254,3,2,1,0,0,0,3,0,0,1,0,3,4,1,0,1,1,3,0,0,253,0,0,0,0,0,0,0,1,0,0,0
kn255,2,3,1,1,1,0,0,0,1,0,0,0,0,0,2,1,3,3,5,0,254,0,0,0,0,0,0,0,1,0,0,0
kn256,2,2,0,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,0
kn257,3,1,2,1,0,0,2,0,1,0,1,1,1,0,4,1,3,1,0,0,256,0,0,0,0,0,0,0,1,0,0,0
kn258,3,2,1,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,257,0,0,0,0,0,0,1,0,0,0,0
kn259,4,0,1,1,1,1,2,1,0,0,5,3,0,2,0,0,0,0,0,0,258,0,0,0,0,0,0,0,1,0,0,0
kn260,2,1,1,1,0,0,1,0,0,1,2,2,2,1,0,2,1,3,0,0,259,0,0,0,0,0,0,0,1,0,0,0
kn261,2,4,3,2,1,0,3,2,0,1,1,0,1,1,1,0,0,0,0,0,260,0,0,0,0,0,0,0,1,0,0,0
kn262,3,0,2,0,0,1,3,0,1,0,2,0,1,0,4,2,3,1,0,0,261,0,0,0,0,0,0,0,1,0,0,0
kn263,2,4,0,2,0,1,1,0,2,1,2,2,2,2,0,0,0,0,0,0,262,0,0,0,0,0,0,0,1,0,0,0
kn264,3,1,1,2,2,3,5,2,0,0,0,1,0,0,0,1,0,0,0,0,263,0,0,0,0,0,0,0,1,0,0,0
kn265,3,1,2,1,1,3,0,0,0,0,0,0,1,0,0,4,1,1,3,0,264,0,0,0,0,0,0,0,1,0,0,0
kn266,2,1,2,1,1,1,1,1,1,0,1,0,3,0,0,3,0,0,2,0,265,0,0,0,0,0,0,0,1,0,0,0
kn267,3,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,266,0,0,0,0,0,0,1,0,0,0,0
kn268,3,0,1,1,2,0,1,3,3,0,3,0,3,0,2,0,1,2,0,0,267,0,0,0,0,0,0,0,1,0,0,0
kn269,2,2,1,1,2,0,0,0,0,0,0,0,0,0,2,2,4,5,3,0,268,0,0,0,0,0,0,0,1,0,0,0
kn270,2,2,1,2,0,1,3,1,1,2,4,0,0,2,0,0,0,0,0,0,269,0,0,0,0,0,0,0,1,0,0,0
kn271,2,2,0,2,1,2,1,2,1,2,1,1,2,1,1,0,0,0,0,0,270,0,0,0,0,0,0,0,1,0,0,0
kn272,3,0,2,1,0,0,1,0,0,1,0,0,3,3,3,1,2,1,0,0,271,0,0,0,0,0,0,0,1,0,0,0
kn273,3,1,2,0,0,1,4,3,3,1,0,1,1,0,0,1,0,0,0,0,272,0,0,0,0,0,0,0,1,0,0,0
kn274,5,2,2,5,2,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,273,0,0,0,0,0,0,0,1,0,0,0
kn275,2,2,7,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,274,0,0,0,0,0,0,0,1,0,0,0
kn276,3,1,4,2,0,3,0,0,0,1,2,0,0,3,2,0,1,1,1,0,275,0,0,0,0,0,0,0,1,0,0,0
kn277,5,2,4,2,1,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,276,0,0,0,0,0,0,0,1,0,0,0
kn278,3,0,2,1,0,1,0,0,1,0,0,0,3,3,0,2,0,3,1,0,277,0,0,0,0,0,0,0,1,0,0,0
kn279,4,0,0,2,0,1,1,2,4,3,1,1,1,1,0,1,0,0,0,0,278,0,0,0,0,0,0,0,1,0,0,0
kn280,4,0,1,1,0,0,1,1,0,0,1,1,1,5,2,0,2,0,2,0,279,0,0,0,0,0,0,0,1,0,0,0
kn281,5,1,0,0,1,0,4,2,1,0,5,1,3,0,0,0,0,1,0,0,280,0,0,0,0,0,0,0,1,0,0,0
kn282,3,0,2,0,2,2,1,0,0,2,0,1,2,2,1,2,0,2,0,0,281,0,0,0,0,0,0,0,1,0,0,1
kn283,2,3,1,0,0,1,2,1,1,0,1,0,0,0,0,0,2,1,8,0,282,0,0,0,0,0,0,0,1,0,0,0
kn284,4,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,10,0,283,0,0,0,0,0,0,0,1,0,0,0
kn285,4,2,1,5,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,284,0,0,0,0,0,0,0,1,0,0,0
kn286,3,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,11,0,285,0,0,0,0,0,0,0,1,0,0,0
kn287,3,2,2,1,1,0,1,0,0,2,3,1,1,3,3,0,1,0,0,0,286,0,0,0,0,0,0,0,1,0,0,0
kn288,2,2,1,0,1,1,1,1,0,0,1,0,1,0,2,1,5,3,0,0,287,0,0,0,0,0,0,0,1,0,0,0
kn289,2,2,0,1,0,0,1,1,1,0,0,1,2,2,0,2,3,1,1,0,288,0,0,0,0,0,0,0,1,0,0,0
kn290,5,0,0,1,3,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,289,0,1,0,0,0,0,0,0,0,0,0
kn291,2,1,0,1,0,0,1,2,0,0,0,0,3,3,4,0,0,2,0,0,290,0,0,0,0,0,0,0,1,0,0,0
kn292,2,2,0,0,1,1,2,2,5,0,5,2,1,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,1,0,0,0
kn293,3,2,5,3,2,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,292,0,0,0,0,0,0,0,1,0,0,0
kn294,4,1,3,1,3,2,1,1,0,1,2,0,2,0,0,1,0,0,0,0,293,0,0,0,0,0,0,0,1,0,0,0
kn295,3,4,3,3,1,0,0,0,0,0,2,0,1,2,1,0,1,0,2,0,294,0,0,0,0,0,0,0,1,0,0,0
kn296,2,2,0,2,1,3,1,0,1,1,0,3,0,0,0,0,1,2,0,0,295,0,0,0,0,0,0,0,1,0,0,0
kn297,5,0,0,4,2,0,2,2,2,2,2,0,0,1,1,0,0,0,0,0,296,0,0,0,0,0,0,0,1,0,0,1
kn298,2,2,0,0,0,0,2,0,0,1,0,2,1,3,4,0,0,2,0,0,297,0,0,0,0,0,0,0,1,0,0,0
kn299,4,1,2,1,0,0,3,0,1,3,3,1,1,0,1,0,1,0,0,0,298,0,0,0,0,0,0,0,1,0,0,0
kn300,4,0,0,1,1,0,1,0,0,1,2,5,2,2,2,3,1,0,0,0,299,0,0,0,0,0,0,0,1,0,0,1
kn301,5,1,0,0,1,6,2,2,3,0,0,0,0,1,0,0,0,0,0,0,300,0,0,0,0,0,0,0,1,0,0,0
kn302,2,3,1,0,1,0,1,0,0,0,0,1,0,6,0,0,0,0,9,0,301,0,0,0,0,0,0,0,1,0,0,0
kn303,2,4,4,4,1,1,3,0,0,1,3,0,0,1,0,0,0,0,0,0,302,0,0,0,0,0,0,0,1,0,0,0
kn304,3,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,1,0,0,0,0
kn305,2,1,0,1,0,3,6,2,0,3,0,0,0,1,0,1,0,1,0,0,304,0,0,0,0,0,0,0,1,0,0,0
kn306,2,1,0,0,2,1,0,1,0,1,3,0,3,2,0,1,0,1,0,0,305,0,0,0,0,0,0,0,1,0,0,0
kn307,2,1,1,0,1,1,2,2,0,0,1,0,3,2,2,1,3,0,0,0,306,0,0,0,0,0,0,0,1,0,0,0
kn308,8,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,307,0,0,0,0,0,0,0,1,0,0,0
kn309,3,0,2,0,0,0,4,3,2,1,2,2,2,1,0,0,0,0,0,0,308,0,0,0,0,0,0,0,1,0,0,0
kn310,3,1,1,1,1,0,2,1,1,0,2,1,0,1,0,2,3,1,1,0,309,0,0,0,0,0,0,0,1,0,0,0
kn311,2,2,0,1,0,0,1,0,1,0,0,0,1,0,1,1,4,0,7,0,310,0,0,0,0,0,0,0,1,0,0,0
kn312,4,3,3,2,1,0,1,1,0,0,2,0,0,1,1,0,1,1,3,0,311,0,0,0,0,0,0,0,1,0,0,0
kn313,2,5,5,2,3,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,312,0,0,0,0,0,0,0,1,0,0,0
kn314,3,2,1,3,2,2,3,1,0,0,0,1,0,1,0,1,0,1,1,0,313,0,0,0,0,0,0,0,1,0,0,0
kn315,5,2,5,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,314,0,0,0,0,0,0,0,1,0,0,0
kn316,4,0,0,2,0,0,1,1,0,0,0,0,0,3,0,2,1,4,3,0,315,0,0,0,0,0,0,0,1,0,0,0
kn317,2,1,0,0,0,0,2,0,0,3,1,1,1,0,2,4,1,2,1,0,316,0,0,0,0,0,0,0,1,0,0,0
kn318,2,1,0,0,2,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,317,0,0,0,0,0,0,1,0,0,0,0
kn319,7,6,3,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,318,0,0,0,0,0,0,0,1,0,0,0
kn320,4,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,319,0,0,0,0,0,0,1,0,0,0,0
kn321,3,3,2,3,3,1,1,2,0,0,0,2,0,0,0,2,0,0,0,0,320,0,0,0,0,0,0,0,1,0,0,0
kn322,2,1,0,4,1,3,4,0,0,1,1,1,3,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,1,0,0,0
kn323,3,2,2,5,1,2,2,3,0,0,1,0,0,0,0,0,0,1,0,0,322,0,0,0,0,0,0,0,1,0,0,0
kn324,5,1,0,0,1,2,0,0,0,0,0,1,1,0,1,2,5,2,1,0,323,0,0,0,0,0,0,0,1,0,0,0
kn325,3,0,2,0,0,1,1,2,0,3,1,3,3,1,1,1,0,0,0,0,324,0,0,0,0,0,0,0,1,0,0,0
kn326,3,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,1,0,0,0,0
kn327,4,2,0,3,2,1,2,5,0,0,0,2,0,0,0,0,0,1,0,0,326,0,0,0,0,0,0,0,1,0,0,1
kn328,4,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,327,0,1,0,0,0,0,0,0,0,0,0
kn329,3,0,2,0,0,1,0,3,2,1,4,2,1,0,0,0,0,2,0,0,328,0,0,0,0,0,0,0,1,0,0,0
kn330,5,2,2,1,2,0,2,1,2,0,1,0,0,0,1,0,0,1,0,0,329,0,0,0,0,0,0,0,1,0,0,0
kn331,3,1,1,4,2,0,3,1,0,0,1,1,0,2,0,2,0,0,1,0,330,0,0,0,0,0,0,0,1,0,0,0
kn332,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,331,0,0,0,0,0,0,1,0,0,0,0
kn333,2,1,1,1,0,0,1,0,0,0,3,2,3,1,2,1,1,0,0,0,332,0,0,0,0,0,0,0,1,0,0,0
kn334,9,2,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,333,0,0,0,0,0,0,0,1,0,0,0
kn335,2,1,1,1,0,0,0,0,1,0,0,0,1,0,5,3,5,1,0,0,334,0,0,0,0,0,0,0,1,0,0,0
kn336,3,0,3,2,0,0,1,0,0,0,2,0,0,2,1,5,3,1,0,0,335,0,0,0,0,0,0,0,1,0,0,0
kn337,3,2,2,0,1,2,3,4,0,0,1,2,0,0,0,0,0,1,0,0,336,0,0,0,0,0,0,0,1,0,0,0
kn338,4,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,337,0,1,0,0,0,0,0,0,0,0,0
kn339,2,1,0,1,2,1,3,2,2,2,1,1,0,2,0,0,0,1,1,0,338,0,0,0,0,0,0,0,1,0,0,0
kn340,5,0,3,6,3,2,0,1,0,1,1,0,0,0,0,0,0,2,0,0,339,0,0,0,0,0,0,0,1,0,0,0
kn341,3,0,1,0,0,1,1,3,1,4,1,2,1,0,1,1,0,0,0,0,340,0,0,0,0,0,0,0,1,0,0,0
kn342,2,5,2,3,3,0,0,0,2,0,0,0,1,1,1,1,0,1,0,0,341,0,0,0,0,0,0,0,1,0,0,0
kn343,8,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,342,0,0,0,0,0,0,0,1,0,0,0
kn344,2,1,0,1,0,0,4,0,2,4,0,0,0,4,0,0,0,1,0,0,343,0,0,0,0,0,0,0,1,0,0,0
kn345,5,0,2,2,2,0,0,0,0,5,1,0,3,0,0,0,1,0,0,0,344,0,0,0,0,0,0,0,1,0,0,0
kn346,2,2,1,2,3,4,2,0,0,0,1,0,1,0,0,0,0,1,0,0,345,0,0,0,0,0,0,0,1,0,0,0
kn347,2,1,0,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,346,0,1,0,0,0,0,0,0,0,0,0
kn348,3,0,1,1,1,1,2,1,0,1,2,1,2,3,0,1,0,0,2,0,347,0,0,0,0,0,0,0,1,0,0,0
kn349,2,2,0,1,3,2,4,0,0,2,1,0,0,0,1,0,1,0,0,0,348,0,0,0,0,0,0,1,0,0,0,0
kn350,2,1,0,2,1,2,2,1,0,0,1,0,0,4,4,0,1,0,0,0,349,0,0,0,0,0,0,0,1,0,0,0
kn351,3,2,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,2,1,0,350,0,0,0,0,0,0,1,0,0,0,0
kn352,8,1,1,0,0,2,1,3,0,3,1,1,0,1,1,1,1,1,0,0,351,0,0,0,0,0,0,0,1,0,0,1
kn353,4,1,1,1,2,0,1,0,2,0,1,1,2,3,2,1,1,1,1,0,352,0,0,0,0,0,0,0,1,0,0,1
kn354,3,1,2,0,0,3,0,0,1,2,0,0,2,2,2,3,0,1,1,0,353,0,0,0,0,0,0,0,1,0,0,0
kn355,4,0,0,1,0,3,3,1,1,1,1,1,0,0,0,0,0,4,1,0,354,0,0,0,0,0,0,0,1,0,0,0
kn356,4,0,1,2,0,0,1,0,2,3,1,1,1,1,1,0,1,0,1,0,355,0,0,0,0,0,0,0,1,0,0,0
kn357,3,1,1,1,1,1,2,1,1,1,3,1,0,1,0,0,0,0,0,0,356,0,0,0,0,0,0,0,1,0,0,0
kn358,4,1,2,1,3,0,1,1,0,0,0,0,0,0,1,0,3,2,5,0,357,0,0,0,0,0,0,0,1,0,0,0
kn359,2,1,0,1,0,2,2,0,0,0,3,3,0,0,3,2,0,1,0,0,358,0,0,0,0,0,0,0,1,0,0,0
kn360,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,9,0,359,0,0,0,0,0,0,0,1,0,0,0
kn361,2,1,1,0,1,0,1,0,0,1,1,0,2,1,0,3,1,4,0,0,360,0,0,0,0,0,0,0,1,0,0,0
kn362,2,2,1,3,6,3,1,0,0,0,1,1,1,0,1,0,1,0,0,0,361,0,0,0,0,0,0,0,1,0,0,0
kn363,3,3,4,1,1,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,1,0,0,0,0
kn364,3,0,1,1,2,0,1,0,2,2,1,0,2,0,0,1,3,1,2,0,363,0,0,0,0,0,0,0,1,0,0,0
kn365,2,2,1,1,2,0,0,0,0,2,5,2,1,2,4,0,0,0,0,0,364,0,0,0,0,0,0,0,1,0,0,0
kn366,2,1,2,1,0,0,1,1,0,1,0,0,1,1,1,2,1,2,1,0,365,0,0,0,0,0,0,0,1,0,0,0
kn367,3,1,1,1,1,1,0,1,0,0,0,3,0,3,3,1,2,2,0,0,366,0,0,0,0,0,0,0,1,0,0,0
kn368,9,3,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,367,0,0,0,0,0,0,0,1,0,0,0
kn369,2,1,0,0,1,0,2,0,0,0,1,4,2,2,3,1,1,0,0,0,368,0,0,0,0,0,0,0,1,0,0,0
kn370,3,6,2,0,1,2,1,1,0,0,2,0,0,0,0,2,1,1,0,0,369,0,0,0,0,0,0,0,1,0,0,0
kn371,3,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,5,2,5,0,370,0,0,0,0,0,0,0,1,0,0,0
kn372,5,10,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,371,0,0,0,0,0,0,0,1,0,0,0
kn373,2,2,1,0,0,1,2,0,1,1,0,5,2,1,2,0,0,1,0,0,372,0,0,0,0,0,0,0,1,0,0,0
kn374,2,3,1,2,2,2,2,2,1,0,1,2,0,0,1,1,0,0,0,0,373,0,0,0,0,0,0,0,1,0,0,0
kn375,2,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,2,6,2,0,374,0,0,0,0,0,0,0,1,0,0,0
kn376,5,1,0,0,1,0,1,1,0,0,1,1,1,0,2,0,5,5,0,0,375,0,0,0,0,0,0,0,1,0,0,0
kn377,4,0,0,1,1,0,1,0,0,2,1,1,4,0,2,0,1,0,2,0,376,0,0,0,0,0,0,0,1,0,0,1
kn378,3,1,1,0,0,0,3,1,5,1,1,2,0,0,1,3,1,0,0,0,377,0,0,0,0,0,0,0,1,0,0,0
kn379,4,0,0,4,2,1,1,0,3,0,1,0,2,1,0,3,0,0,0,0,378,0,0,0,0,0,0,0,1,0,0,0
kn380,2,4,2,3,1,0,3,1,1,0,1,1,1,2,1,0,1,0,0,0,379,0,0,0,0,0,0,0,1,0,0,0
kn381,2,2,1,1,2,2,4,2,1,2,1,1,0,0,0,0,1,0,1,0,380,0,0,0,0,0,0,0,1,0,0,0
kn382,5,4,4,2,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,381,0,0,0,0,0,0,0,1,0,0,0
kn383,4,1,0,1,2,1,4,1,1,2,3,0,1,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,1,0,0,0
kn384,9,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,383,0,0,0,0,0,0,0,1,0,0,0
kn385,2,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,384,0,0,0,0,0,0,1,0,0,0,0
kn386,4,0,0,3,3,1,0,1,1,1,0,1,1,1,0,0,2,0,0,0,385,0,0,0,0,0,0,0,1,0,0,0
kn387,4,0,0,4,1,1,2,4,1,1,2,1,0,0,2,0,1,0,0,0,386,0,0,0,0,0,0,0,1,0,0,0
kn388,8,2,3,0,1,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,387,0,0,0,0,0,0,0,1,0,0,0
kn389,2,1,0,1,0,5,5,1,1,0,2,0,1,0,0,0,0,1,0,0,388,0,0,0,0,0,0,0,1,0,0,0
kn390,3,0,2,2,0,0,0,1,0,1,0,1,0,2,3,3,3,2,0,0,389,0,0,0,0,0,0,0,1,0,0,0
kn391,3,1,1,0,1,0,1,1,1,1,2,0,4,2,1,1,2,0,1,0,390,0,0,0,0,0,0,0,1,0,0,0
kn392,5,1,4,1,3,1,2,0,2,0,0,0,0,1,0,0,1,2,1,0,391,0,0,0,0,0,0,0,1,0,0,0
kn393,2,2,4,1,0,1,1,1,2,5,0,1,0,0,0,0,1,0,0,0,392,0,0,0,0,0,0,0,1,0,0,0
kn394,3,0,2,1,2,0,1,0,1,0,0,1,2,0,2,4,1,1,2,0,393,0,0,0,0,0,0,0,1,0,0,0
kn395,3,0,9,2,3,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,394,0,0,0,0,0,0,0,1,0,0,0
kn396,2,1,0,0,1,0,1,1,0,0,0,2,1,0,1,0,1,0,0,0,395,0,1,0,0,0,0,0,0,0,0,0
kn397,5,1,0,2,1,1,3,1,1,1,1,1,0,0,0,0,0,1,0,0,396,0,0,0,0,0,0,0,1,0,0,0
kn398,4,0,0,1,1,0,0,0,1,0,0,0,1,1,4,0,2,5,3,0,397,0,0,0,0,0,0,0,1,0,0,1
kn399,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,398,0,0,0,0,0,0,1,0,0,0,0
kn400,3,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,3,3,1,0,399,0,0,0,0,0,0,0,1,0,0,0
kn401,3,1,3,0,0,2,2,2,1,3,2,1,0,1,0,0,1,0,0,0,400,0,0,0,0,0,0,0,1,0,0,0
kn402,4,1,0,6,2,3,2,0,0,2,0,2,1,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,1,0,0,0
kn403,3,0,2,2,1,0,0,2,1,3,4,3,1,0,0,1,0,0,0,0,402,0,0,0,0,0,0,0,1,0,0,0
kn404,3,0,4,4,2,1,0,2,0,0,0,0,2,1,1,0,0,1,0,0,403,0,0,0,0,0,0,0,1,0,0,0
